"","Invoice.Item.Number","Date","Store.Number","Store.Name","Address","City","Zip.Code","Store.Location","County.Number","County","Category","Category.Name","Vendor.Number","Vendor.Name","Item.Number","Item.Description","Pack","Bottle.Volume..ml.","State.Bottle.Cost","State.Bottle.Retail","Bottles.Sold","Sale..Dolars.","Volume.Sold..Liters.","Volume.Sold..Gallons."
"562","S10523500001","2013-02-12T00:00:00.000",4355,"Kum & Go #124 / Story City","1554 BROAD ST","STORY CITY",50248,"1554 BROAD ST
STORY CITY 50248
(-93.57573, 42.187733)",85,"Story",1031080,"VODKA 80 PROOF",260,"Diageo Americas",37996,"Smirnoff Vodka 80 Prf",12,750,7.96,11.94,12,143.28,9,2.37754847122
"563","S25364200026","2015-04-29T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS",192,"Sidney Frank Importing Co.",65254,"Jagermeister Liqueur",24,375,6.52,9.78,4,39.12,1.5,0.39625807853
"564","S03812900049","2012-01-30T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1081390,"IMPORTED SCHNAPPS",421,"Sazerac Co., Inc.",69656,"Dr. Mcgillicuddy's Mentholmint",12,750,8.66,12.99,2,25.98,1.5,0.39625807853
"565","S04001000026","2012-02-09T00:00:00.000",4094,"Campustown Liquor","218 WELCH AVE STE 3","AMES",50015,"218 WELCH AVE STE 3
AMES 50015
(-93.650122, 42.02076)",85,"Story",1032200,"IMPORTED VODKA - MISC",370,"Pernod Ricard USA/Austin Nichols",33994,"Absolut Grapevine",12,750,10.89,16.33,3,48.99,2.25,0.5943871178
"566","S06674900034","2012-07-19T00:00:00.000",4340,"Dahl's Foods / Ames","3121 GRAND AVE","AMES",50010,"3121 GRAND AVE
AMES 50010
(-93.620697, 42.053354)",85,"Story",1012100,"CANADIAN WHISKIES",300,"Mccormick Distilling Company",12668,"Canadian Woods Canadian Why",6,1750,8.61,12.91,6,77.46,10.5,2.77380654976
"567","S16478400024","2013-12-23T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",35,"Bacardi U.S.A., Inc.",43124,"Bacardi Superior Rum",24,375,4.31,6.47,3,19.41,1.125,0.2971935589
"568","S16235300050","2013-12-11T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",10553,"Black Velvet Cinnamon Rush",12,750,6.75,10.13,12,121.56,9,2.37754847122
"569","S11109100028","2013-03-14T00:00:00.000",4102,"Fareway Stores #386 / Ames","619 BURNETT AVE","AMES",50010,"619 BURNETT AVE
AMES 50010
(-93.615428, 42.027426)",85,"Story",1032080,"IMPORTED VODKA",277,"Stoli Group",34746,"Stolichnaya Russian Vodka 80 Prf",12,750,12.8,19.19,2,38.38,1.5,0.39625807853
"570","S18826300021","2014-05-07T00:00:00.000",3866,"Target Store T-1170 / Ames","320 S DUFF","AMES",50010,"320 S DUFF
AMES 50010
(-93.610363, 42.019876)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",65,"Jim Beam Brands",19066,"Jim Beam",12,750,9.7,14.95,12,179.4,9,2.37754847122
"571","S03880800017","2012-02-02T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1081200,"CREAM LIQUEURS",305,"MHW Ltd",73050,"Rumchata",6,750,12.5,18.75,18,337.5,13.5,3.56632270683
"572","S25360500084","2015-04-29T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1031080,"VODKA 80 PROOF",55,"Sazerac North America",35948,"Fleischmann's Royal Vodka 80 Prf",6,1750,6.68,10.27,6,61.62,10.5,2.77380654976
"573","S05134800008","2012-04-19T00:00:00.000",4251,"Aj's Liquor / Ames","4518 MORTENSON RD STE 109","AMES",50014,"4518 MORTENSON RD STE 109
AMES 50014
(NA, NA)",85,"Story",1071100,"AMERICAN COCKTAILS",395,"Proximo",58872,"Jose Cuervo Authentic Light Margarita Lime",6,1750,7.7,11.8,6,70.8,10.5,2.77380654976
"574","S19229400002","2014-05-28T00:00:00.000",4251,"Aj's Liquor / Ames","4518 MORTENSON RD STE 109","AMES",50014,"4518 MORTENSON RD STE 109
AMES 50014
(NA, NA)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",11774,"Black Velvet",24,375,3.07,4.6,24,110.4,9,2.37754847122
"575","S09060900016","2012-11-19T00:00:00.000",3970,"The Liquor Cabinet, Inc.","835 6 ST, STE 1","NEVADA",50201,"835 6 ST, STE 1
NEVADA 50201
(-93.452277, 42.018948)",85,"Story",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS",389,"REMY COINTREAU USA         .",65896,"Metaxa Ouzo",12,750,9.49,14.24,3,42.72,2.25,0.5943871178
"576","S10781700062","2013-02-25T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1071100,"AMERICAN COCKTAILS",395,"Proximo",58875,"Jose Cuervo Golden Margarita",6,1750,10.5,15.74,1,15.74,1.75,0.46230109162
"577","S26636600030","2015-07-08T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",11786,"Black Velvet Traveler",12,750,5.23,7.85,12,94.2,9,2.37754847122
"578","S16453100023","2013-12-21T00:00:00.000",4103,"Fareway Stores #093 / Ames","3619 STANGE RD","AMES",50010,"3619 STANGE RD
AMES 50010
(-93.645008, 42.057106)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",461,"Campari(skyy)",22156,"Wild Turkey 101",12,750,12.99,19.49,2,38.98,1.5,0.39625807853
"579","S11484500030","2013-04-08T00:00:00.000",3524,"Sam's Club 6568 / Ames","305 AIRPORT RD","AMES",50010,"305 AIRPORT RD
AMES 50010
(-93.61365, 42.001123)",85,"Story",1012100,"CANADIAN WHISKIES",55,"Sazerac North America",12407,"Canadian Ltd Whisky",12,1000,5.5,8.25,12,99,12,3.17006462829
"580","S11362200003","2013-04-01T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1071100,"AMERICAN COCKTAILS",395,"Proximo",58838,"Jose Cuervo Authentic Lime Margarita",6,1750,8.2,12.3,6,73.8,10.5,2.77380654976
"581","S07761100052","2012-09-17T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1031100,"100 PROOF VODKA",300,"Mccormick Distilling Company",36886,"Mccormick Vodka",12,750,3.3,4.96,6,29.76,4.5,1.18877423561
"582","S27333300007","2015-08-19T00:00:00.000",3524,"Sam's Club 6568 / Ames","305 AIRPORT RD","AMES",50010,"305 AIRPORT RD
AMES 50010
(-93.61365, 42.001123)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",35,"Bacardi U.S.A., Inc.",43127,"Bacardi Superior Rum",12,1000,9.5,14.25,12,171,12,3.17006462829
"583","S25751700043","2015-05-20T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1011300,"TENNESSEE WHISKIES",260,"Diageo Americas",27037,"George Dickel Rye",12,750,13.01,19.52,2,39.04,1.5,0.39625807853
"584","S11789400132","2013-04-22T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1011100,"BLENDED WHISKIES",260,"Diageo Americas",25604,"Seagrams 7 Crown Bl Whiskey",24,375,3.5,5.25,6,31.5,2.25,0.5943871178
"585","S10882700079","2013-03-04T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1062300,"FLAVORED RUM",35,"Bacardi U.S.A., Inc.",43050,"Bacardi Dragon Berry",12,1000,10.24,15.35,12,184.2,12,3.17006462829
"586","S23487600078","2015-01-14T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1031200,"VODKA FLAVORED",380,"Phillips Beverage Company",42002,"Uv Cake Vodka",6,500,4.89,7.34,1,7.34,0.5,0.13208602617
"587","S20755100057","2014-08-20T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1032080,"IMPORTED VODKA",370,"Pernod Ricard USA/Austin Nichols",34006,"Absolut Swedish Vodka 80 Prf",12,750,11.49,17.24,12,206.88,9,2.37754847122
"588","S16361700038","2013-12-18T00:00:00.000",4251,"Aj's Liquor / Ames","4518 MORTENSON RD STE 109","AMES",50014,"4518 MORTENSON RD STE 109
AMES 50014
(NA, NA)",85,"Story",1081300,"PEPPERMINT SCHNAPPS",421,"Sazerac Co., Inc.",80826,"Ice 101, Peppermint Schnapps",12,750,9.34,14.01,3,42.03,2.25,0.5943871178
"589","S04152100031","2012-02-20T00:00:00.000",4105,"Fareway Stores #426 / Nevada","1505 SOUTH B AVE","NEVADA",50201,"1505 SOUTH B AVE
NEVADA 50201
(-93.439899, 42.009797)",85,"Story",1081340,"ROOT BEER SCHNAPPS",380,"Phillips Beverage Company",84616,"Phillips Root Beer Schnapps",12,750,4.53,6.79,1,6.79,0.75,0.19812903926
"590","S20644700005","2014-08-13T00:00:00.000",4105,"Fareway Stores #426 / Nevada","1505 SOUTH B AVE","NEVADA",50201,"1505 SOUTH B AVE
NEVADA 50201
(-93.439899, 42.009797)",85,"Story",1031100,"100 PROOF VODKA",300,"Mccormick Distilling Company",36908,"Mccormick Vodka Pet",6,1750,7.47,11.21,6,67.26,10.5,2.77380654976
"591","S07147400020","2012-08-16T00:00:00.000",4251,"Aj's Liquor / Ames","4518 MORTENSON RD STE 109","AMES",50014,"4518 MORTENSON RD STE 109
AMES 50014
(NA, NA)",85,"Story",1062310,"SPICED RUM",260,"Diageo Americas",43337,"Captain Morgan Spiced Rum",12,1000,11.3,16.94,24,406.56,24,6.34012925659
"592","S14434000032","2013-09-10T00:00:00.000",4102,"Fareway Stores #386 / Ames","619 BURNETT AVE","AMES",50010,"619 BURNETT AVE
AMES 50010
(-93.615428, 42.027426)",85,"Story",1031200,"VODKA FLAVORED",380,"Phillips Beverage Company",41989,"Uv Cake Vodka",12,750,6.5,9.74,4,38.96,3,0.79251615707
"593","S11666300153","2013-04-16T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1032200,"IMPORTED VODKA - MISC",115,"Constellation Wine Company, Inc.",33827,"Svedka Strawberry Colada",12,750,7.97,11.96,12,143.52,9,2.37754847122
"594","S05518400013","2012-05-14T00:00:00.000",3866,"Target Store T-1170 / Ames","320 S DUFF","AMES",50010,"320 S DUFF
AMES 50010
(-93.610363, 42.019876)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",11788,"Black Velvet",6,1750,9.7,14.92,6,89.52,10.5,2.77380654976
"595","S06440900012","2012-07-06T00:00:00.000",4004,"Wal-Mart 4256 / Ames","534 S DUFF AVE","AMES",50010,"534 S DUFF AVE
AMES 50010
(-93.610343, 42.017115)",85,"Story",1031080,"VODKA 80 PROOF",434,"Luxco-St Louis",36308,"Hawkeye Vodka",6,1750,7.13,10.7,24,256.8,42,11.09522619904
"596","S21021300164","2014-09-03T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1062310,"SPICED RUM",260,"Diageo Americas",43333,"Captain Morgan Spiced Rum Pet",48,200,2.13,3.2,6,19.2,1.2,0.31700646282
"597","S09148100012","2012-11-27T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1051100,"APRICOT BRANDIES",434,"Luxco-St Louis",54447,"Paramount Apricot Flavored Brandy",12,1000,6.52,9.79,12,117.48,12,3.17006462829
"598","S07081700032","2012-08-13T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1012200,"SCOTCH WHISKIES",260,"Diageo Americas",5326,"Johnnie Walker Black",12,750,20,29.99,12,359.88,9,2.37754847122
"599","S27426400012","2015-08-19T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1012100,"CANADIAN WHISKIES",260,"Diageo Americas",11347,"Seagrams V.o. Bl Canadian Whisky",12,1000,9.75,14.63,2,29.26,2,0.52834410471
"600","S11520500084","2013-04-08T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",434,"Luxco-St Louis",45248,"Paramount Gold Rum",6,1750,7.58,11.37,6,68.22,10.5,2.77380654976
"601","S26636200151","2015-07-08T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",434,"Luxco-St Louis",45277,"Paramount White Rum",12,1000,4.34,6.51,12,78.12,12,3.17006462829
"602","S08896600003","2012-11-13T00:00:00.000",4357,"Kum & Go #125 / Story City","527 PARK AVE","STORY CITY",50248,"527 PARK AVE
STORY CITY 50248
(-93.597789, 42.186722)",85,"Story",1031080,"VODKA 80 PROOF",434,"Luxco-St Louis",36306,"Hawkeye Vodka",12,750,3.25,4.88,12,58.56,9,2.37754847122
"603","S05025300066","2012-04-12T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1031080,"VODKA 80 PROOF",297,"Laird And Company",35914,"Five O'clock Vodka",24,375,1.84,2.75,6,16.5,2.25,0.5943871178
"604","S23483400110","2015-01-14T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1031200,"VODKA FLAVORED",380,"Phillips Beverage Company",41688,"Uv Blue Raspberry Vodka Traveller",12,750,6.5,9.75,12,117,9,2.37754847122
"605","S20755000187","2014-08-20T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1071100,"AMERICAN COCKTAILS",395,"Proximo",58840,"Jose Cuervo Authentic Grapefruit Tangerine Margarita",6,1750,8.2,12.3,6,73.8,10.5,2.77380654976
"606","S05987500055","2012-06-11T00:00:00.000",3524,"Sam's Club 6568 / Ames","305 AIRPORT RD","AMES",50010,"305 AIRPORT RD
AMES 50010
(-93.61365, 42.001123)",85,"Story",1081305,"APPLE SCHNAPPS",65,"Jim Beam Brands",82607,"Dekuyper Sour Apple",12,1000,7.35,11.02,24,264.48,24,6.34012925659
"607","S14202400055","2013-08-28T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",35,"Bacardi U.S.A., Inc.",43387,"Castillo Silver Rum",12,1000,4.89,7.33,36,263.88,36,9.51019388489
"608","S07708800150","2012-09-12T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1081600,"WHISKEY LIQUEUR",260,"Diageo Americas",67264,"Yukon Jack Canadian Liqueur",24,375,5,7.49,4,29.96,1.5,0.39625807853
"609","S16235300253","2013-12-11T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1032200,"IMPORTED VODKA - MISC",35,"Bacardi U.S.A., Inc.",34436,"Grey Goose Vodka L'orange",6,750,18.49,27.74,2,55.48,1.5,0.39625807853
"610","S22731900121","2014-12-03T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1062300,"FLAVORED RUM",35,"Bacardi U.S.A., Inc.",43145,"Bacardi Pineapple Fusion",12,750,7.75,12,2,24,1.5,0.39625807853
"611","S06237900002","2012-06-25T00:00:00.000",2634,"Hy-Vee Wine and Spirits / Ames","3615 LINCOLN WAY","AMES",50014,"3615 LINCOLN WAY
AMES 50014
(-93.667927, 42.022911)",85,"Story",1081600,"WHISKEY LIQUEUR",421,"Sazerac Co., Inc.",64867,"Fireball Cinnamon Whiskey",12,1000,11,16.5,12,198,12,3.17006462829
"612","S08400800129","2012-10-17T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1031200,"VODKA FLAVORED",260,"Diageo Americas",41746,"Smirnoff Citrus Vodka",12,750,7.96,11.94,12,143.28,9,2.37754847122
"613","S22883500024","2014-12-10T00:00:00.000",3973,"Mmdg Spirits / Ames","126A WELCH AVE","AMES",50014,"126A WELCH AVE
AMES 50014
(-93.650139, 42.022405)",85,"Story",1081380,"MISCELLANEOUS SCHNAPPS",65,"Jim Beam Brands",82627,"Dekuyper Cherry Pucker",12,1000,7.62,11.43,7,80.01,7,1.8492043665
"614","S23108500008","2014-12-22T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1011100,"BLENDED WHISKIES",260,"Diageo Americas",27750,"Seagrams Seven Crown Orchard Apple Mini",12,500,6.17,9.26,2,18.52,1,0.26417205235
"615","S15716500038","2013-11-13T00:00:00.000",4105,"Fareway Stores #426 / Nevada","1505 SOUTH B AVE","NEVADA",50201,"1505 SOUTH B AVE
NEVADA 50201
(-93.439899, 42.009797)",85,"Story",1012100,"CANADIAN WHISKIES",85,"Brown-Forman Corporation",12478,"Canadian Mist Canadian Why Pet",6,1750,10.5,15.75,1,15.75,1.75,0.46230109162
"616","S03452100138","2012-01-05T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1031080,"VODKA 80 PROOF",260,"Diageo Americas",37413,"Popov Vodka 80 Prf",48,200,1.53,2.3,6,13.8,1.2,0.31700646282
"617","S13550400139","2013-07-24T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1032200,"IMPORTED VODKA - MISC",395,"Proximo",33773,"Three Olives Tartz",12,750,11.17,16.76,4,67.04,3,0.79251615707
"618","S28746900048","2015-10-28T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",35,"Bacardi U.S.A., Inc.",43120,"Bacardi Superior PET",6,1750,15,22.5,3,67.5,5.25,1.38690327488
"619","S17124600001","2014-01-29T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1011100,"BLENDED WHISKIES",65,"Jim Beam Brands",22787,"Beam's 8 Star Bl Whiskey",12,1000,4.33,6.5,12,78,12,3.17006462829
"620","S25088100147","2015-04-15T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1062300,"FLAVORED RUM",260,"Diageo Americas",43237,"Captain Morgan Parrot Bay Strawberry",12,750,7.49,11.24,12,134.88,9,2.37754847122
"621","S25751000126","2015-05-20T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1071100,"AMERICAN COCKTAILS",395,"Proximo",58836,"Jose Cuervo Authentic Lime Margarita",12,750,4.62,6.93,12,83.16,9,2.37754847122
"622","S25993400114","2015-06-03T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1062310,"SPICED RUM",260,"Diageo Americas",43336,"Captain Morgan Original Spiced",12,750,9,13.5,12,162,9,2.37754847122
"623","S15801900019","2013-11-19T00:00:00.000",4081,"Harlan's Food Mart","306 WASHINGTON","STORY CITY",50248,"306 WASHINGTON
STORY CITY 50248
(-93.600106, 42.185825)",85,"Story",1031080,"VODKA 80 PROOF",434,"Luxco-St Louis",36304,"Hawkeye Vodka",24,375,2.07,3.11,24,74.64,9,2.37754847122
"624","S16594400117","2013-12-30T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",306,"Mississippi River Distilling Co.",27479,"Cody Road Bourbon",6,750,19.17,28.76,6,172.56,4.5,1.18877423561
"625","S23623400151","2015-01-21T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS",260,"Diageo Americas",64816,"Romana Black Sambuca",12,750,13.25,19.88,2,39.76,1.5,0.39625807853
"626","S14826400031","2013-10-02T00:00:00.000",3524,"Sam's Club 6568 / Ames","305 AIRPORT RD","AMES",50010,"305 AIRPORT RD
AMES 50010
(-93.61365, 42.001123)",85,"Story",1081010,"AMERICAN AMARETTO",434,"Luxco-St Louis",76487,"Paramount Amaretto",12,1000,4.04,6.06,24,145.44,24,6.34012925659
"627","S09267800034","2012-12-03T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1011100,"BLENDED WHISKIES",260,"Diageo Americas",25608,"Seagrams 7 Crown Bl Whiskey",6,1750,11.26,16.9,3,50.7,5.25,1.38690327488
"628","S24119900003","2015-02-18T00:00:00.000",5000,"Casey's General Store #3319 / Nevada","1800 SOUTH B AVE","NEVADA",50201,"1800 SOUTH B AVE
NEVADA 50201
(-93.435912, 42.009808)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",11788,"Black Velvet",6,1750,9.7,14.93,6,89.58,10.5,2.77380654976
"629","S29429200081","2015-12-02T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1032080,"IMPORTED VODKA",395,"Proximo",34919,"Three Olives Vodka",6,1750,16,24,1,24,1.75,0.46230109162
"630","S04724800151","2012-03-26T00:00:00.000",2634,"Hy-Vee Wine and Spirits / Ames","3615 LINCOLN WAY","AMES",50014,"3615 LINCOLN WAY
AMES 50014
(-93.667927, 42.022911)",85,"Story",1012200,"SCOTCH WHISKIES",260,"Diageo Americas",5329,"Johnnie Walker Blue",6,750,124.72,187.08,1,187.08,0.75,0.19812903926
"631","S22070400012","2014-10-29T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1012200,"SCOTCH WHISKIES",260,"Diageo Americas",5355,"Johnnie Walker Gold Label Reserve",6,750,44.99,67.49,1,67.49,0.75,0.19812903926
"632","S25220100051","2015-04-22T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1011300,"TENNESSEE WHISKIES",85,"Brown-Forman Corporation",26820,"Jack Daniels Old #7 Black Lbl Flat",24,375,6.77,10.16,6,60.96,2.25,0.5943871178
"633","S05848700011","2012-06-05T00:00:00.000",4438,"Kum & Go #214  Ames","111 DUFF AVE","AMES",50010,"111 DUFF AVE
AMES 50010
(-93.610396, 42.023592)",85,"Story",1051010,"AMERICAN GRAPE BRANDIES",205,"E AND J GALLO WINERY",52579,"E & J Vsop Superior Reserve Mini",12,500,5.91,8.87,2,17.74,1,0.26417205235
"634","S06556200056","2012-07-12T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1062300,"FLAVORED RUM",370,"Pernod Ricard USA/Austin Nichols",42687,"Malibu Black",12,750,7.4,11.6,2,23.2,1.5,0.39625807853
"635","S28725500131","2015-10-28T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1031080,"VODKA 80 PROOF",380,"Phillips Beverage Company",37336,"Uv Vodka",12,750,6.5,9.75,12,117,9,2.37754847122
"636","S27565200015","2015-08-26T00:00:00.000",4251,"Aj's Liquor / Ames","4518 MORTENSON RD STE 109","AMES",50014,"4518 MORTENSON RD STE 109
AMES 50014
(NA, NA)",85,"Story",1041100,"AMERICAN DRY GINS",205,"E AND J GALLO WINERY",31473,"New Amsterdam Gin",6,1750,13.32,19.98,6,119.88,10.5,2.77380654976
"637","S17974800141","2014-03-19T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1081010,"AMERICAN AMARETTO",55,"Sazerac North America",73986,"Di Amore Amaretto",12,750,6,8.99,3,26.97,2.25,0.5943871178
