"","Invoice.Item.Number","Date","Store.Number","Store.Name","Address","City","Zip.Code","Store.Location","County.Number","County","Category","Category.Name","Vendor.Number","Vendor.Name","Item.Number","Item.Description","Pack","Bottle.Volume..ml.","State.Bottle.Cost","State.Bottle.Retail","Bottles.Sold","Sale..Dolars.","Volume.Sold..Liters.","Volume.Sold..Gallons."
"234","S11733500055","2013-04-18T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1062310,"SPICED RUM",259,"Heaven Hill Brands",43027,"Admiral Nelson Spiced Rum",12,1000,7.27,10.91,12,130.92,12,3.17006462829
"235","S16873400150","2014-01-15T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1032080,"IMPORTED VODKA",35,"Bacardi U.S.A., Inc.",34421,"Grey Goose Vodka Mini",10,600,20,30,1,30,0.6,0.15850323141
"236","S23994000078","2015-02-11T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",65,"Jim Beam Brands",19061,"Jim Beam Mini",12,500,6.83,10.25,1,10.25,0.5,0.13208602617
"237","S05485800023","2012-05-10T00:00:00.000",4103,"Fareway Stores #093 / Ames","3619 STANGE RD","AMES",50010,"3619 STANGE RD
AMES 50010
(-93.645008, 42.057106)",85,"Story",1032200,"IMPORTED VODKA - MISC",370,"Pernod Ricard USA/Austin Nichols",34052,"Absolut Raspberri",12,750,10.14,15.58,2,31.16,1.5,0.39625807853
"238","S03696500027","2012-01-23T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1031200,"VODKA FLAVORED",260,"Diageo Americas",41746,"Smirnoff Citrus Vodka",12,750,7.59,11.56,12,138.72,9,2.37754847122
"239","S17610400084","2014-02-26T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1032200,"IMPORTED VODKA - MISC",65,"Jim Beam Brands",35626,"Pinnacle Whipped",12,750,6.88,10.82,2,21.64,1.5,0.39625807853
"240","S14210000006","2013-08-28T00:00:00.000",4436,"Kum & Go #216  Ames","203 WELCH AVE","AMES",50010,"203 WELCH AVE
AMES 50010
(-93.650126, 42.021387)",85,"Story",1031200,"VODKA FLAVORED",260,"Diageo Americas",41796,"Smirnoff Raspberry Vodka",12,750,8.25,12.37,12,148.44,9,2.37754847122
"241","S20381500137","2014-07-30T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1062300,"FLAVORED RUM",35,"Bacardi U.S.A., Inc.",43137,"Bacardi Limon",12,1000,10.5,15.75,12,189,12,3.17006462829
"242","S15593000037","2013-11-06T00:00:00.000",3973,"Mmdg Spirits / Ames","126A WELCH AVE","AMES",50014,"126A WELCH AVE
AMES 50014
(-93.650139, 42.022405)",85,"Story",1081317,"GRAPE SCHNAPPS",65,"Jim Beam Brands",82637,"Dekuyper Grape Pucker",12,1000,7.62,11.43,8,91.44,8,2.11337641886
"243","S05731000039","2012-05-25T00:00:00.000",3524,"Sam's Club 6568 / Ames","305 AIRPORT RD","AMES",50010,"305 AIRPORT RD
AMES 50010
(-93.61365, 42.001123)",85,"Story",1062310,"SPICED RUM",259,"Heaven Hill Brands",43027,"Admiral Nelson Spiced Rum",12,1000,7.27,10.91,36,392.76,36,9.51019388489
"244","S10016000019","2013-01-15T00:00:00.000",4437,"Kum & Go #215  Ames","4506 LINCOLN WAY","AMES",50010,"4506 LINCOLN WAY
AMES 50010
(-93.678822, 42.022905)",85,"Story",1051010,"AMERICAN GRAPE BRANDIES",205,"E AND J GALLO WINERY",52594,"E & J Vs Brandy",24,375,2.93,4.4,6,26.4,2.25,0.5943871178
"245","S21547900108","2014-10-01T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1062300,"FLAVORED RUM",65,"Jim Beam Brands",44520,"Cruzan Vanilla Rum",12,750,6.33,9.75,2,19.5,1.5,0.39625807853
"246","S07851700027","2012-09-20T00:00:00.000",4251,"Aj's Liquor / Ames","4518 MORTENSON RD STE 109","AMES",50014,"4518 MORTENSON RD STE 109
AMES 50014
(NA, NA)",85,"Story",1012100,"CANADIAN WHISKIES",461,"Campari(skyy)",10890,"Forty Creek",12,750,12,18,3,54,2.25,0.5943871178
"247","S27815200040","2015-09-09T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1011100,"BLENDED WHISKIES",154,"Iowa Distilling Company",27629,"Prairie Fire",12,750,9.09,13.64,2,27.28,1.5,0.39625807853
"248","S07192500013","2012-08-20T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",65,"Jim Beam Brands",19474,"Maker's Mark",12,375,7.85,11.78,2,23.56,0.75,0.19812903926
"249","S28449400081","2015-10-14T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1032200,"IMPORTED VODKA - MISC",370,"Pernod Ricard USA/Austin Nichols",34061,"Absolut Ruby Red",12,750,11.49,17.24,4,68.96,3,0.79251615707
"250","S04960100018","2012-04-09T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1011100,"BLENDED WHISKIES",297,"Laird And Company",23824,"Five Star",24,375,1.98,2.96,4,11.84,1.5,0.39625807853
"251","S03880800044","2012-02-02T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1081600,"WHISKEY LIQUEUR",85,"Brown-Forman Corporation",86888,"Southern Comfort PET",6,1750,18.14,27.21,6,163.26,10.5,2.77380654976
"252","S13180600002","2013-07-04T00:00:00.000",4102,"Fareway Stores #386 / Ames","619 BURNETT AVE","AMES",50010,"619 BURNETT AVE
AMES 50010
(-93.615428, 42.027426)",85,"Story",1041100,"AMERICAN DRY GINS",370,"Pernod Ricard USA/Austin Nichols",32236,"Seagrams Extra Dry Gin",12,750,5.99,8.99,12,107.88,9,2.37754847122
"253","S16490100206","2013-12-24T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1012200,"SCOTCH WHISKIES",370,"Pernod Ricard USA/Austin Nichols",4723,"Chivas Regal 18 Year",6,750,34.99,52.49,2,104.98,1.5,0.39625807853
"254","S23855700015","2015-02-04T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1012210,"SINGLE MALT SCOTCH",65,"Jim Beam Brands",5596,"Mcclelland Highland",12,750,13.01,19.52,3,58.56,2.25,0.5943871178
"255","S26562500009","2015-07-08T00:00:00.000",3524,"Sam's Club 6568 / Ames","305 AIRPORT RD","AMES",50010,"305 AIRPORT RD
AMES 50010
(-93.61365, 42.001123)",85,"Story",1011100,"BLENDED WHISKIES",434,"Luxco-St Louis",24157,"Hawkeye Blend Whiskey",12,1000,4.39,6.59,12,79.08,12,3.17006462829
"256","S09592200168","2012-12-19T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1081300,"PEPPERMINT SCHNAPPS",434,"Luxco-St Louis",80571,"Arrow Peppermint Schnapps Mini",12,500,4.54,6.81,1,6.81,0.5,0.13208602617
"257","S08031100060","2012-10-01T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS",192,"Sidney Frank Importing Co.",65257,"Jagermeister Liqueur",12,1000,15.53,23.3,2,46.6,2,0.52834410471
"258","S07978700066","2012-09-27T00:00:00.000",3973,"Mmdg Spirits / Ames","126A WELCH AVE","AMES",50014,"126A WELCH AVE
AMES 50014
(-93.650139, 42.022405)",85,"Story",1032200,"IMPORTED VODKA - MISC",395,"Proximo",34886,"Three Olives Berry Vodka",12,750,11.16,16.74,1,16.74,0.75,0.19812903926
"259","S04503700015","2012-03-13T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1031080,"VODKA 80 PROOF",260,"Diageo Americas",37997,"Smirnoff Vodka 80 Prf",12,1000,8.95,13.43,12,161.16,12,3.17006462829
"260","S14795500163","2013-09-25T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",260,"Diageo Americas",17086,"Bulleit Bourbon",12,750,16,24,4,96,3,0.79251615707
"261","S10278500006","2013-01-29T00:00:00.000",4356,"Kum & Go #396 / Nevada","136 LINCOLN HWY","NEVADA",50201,"136 LINCOLN HWY
NEVADA 50201
(-93.458003, 42.022725)",85,"Story",1011300,"TENNESSEE WHISKIES",85,"Brown-Forman Corporation",26826,"Jack Daniels Old #7 Black Lbl",12,750,13.54,20.31,12,243.72,9,2.37754847122
"262","S20632400071","2014-08-13T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1041100,"AMERICAN DRY GINS",65,"Jim Beam Brands",30236,"Gilbey's Gin London Dry",12,750,4.72,7.08,4,28.32,3,0.79251615707
"263","S25376000029","2015-04-29T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1052010,"IMPORTED GRAPE BRANDIES",389,"REMY COINTREAU USA         .",66296,"Remy Martin V",6,750,20.34,30.51,2,61.02,1.5,0.39625807853
"264","S15702500191","2013-11-13T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",35,"Bacardi U.S.A., Inc.",43121,"Bacardi Superior Rum Mini",12,500,4.74,7.11,1,7.11,0.5,0.13208602617
"265","S07778600015","2012-09-18T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1062310,"SPICED RUM",260,"Diageo Americas",43338,"Captain Morgan Spiced Rum",6,1750,17.5,26.24,12,314.88,21,5.54761309952
"266","S11097100025","2013-03-14T00:00:00.000",3973,"Mmdg Spirits / Ames","126A WELCH AVE","AMES",50014,"126A WELCH AVE
AMES 50014
(-93.650139, 42.022405)",85,"Story",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS",240,"WILLIAM GRANT AND SONS, INC.",64876,"Drambuie Liqueur",12,750,20.58,30.87,1,30.87,0.75,0.19812903926
"267","S10404500060","2013-02-04T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS",389,"REMY COINTREAU USA         .",65896,"Metaxa Ouzo",12,750,9.49,14.24,2,28.48,1.5,0.39625807853
"268","S24843500004","2015-04-01T00:00:00.000",4437,"Kum & Go #215  Ames","4506 LINCOLN WAY","AMES",50010,"4506 LINCOLN WAY
AMES 50010
(-93.678822, 42.022905)",85,"Story",1012300,"IRISH WHISKIES",370,"Pernod Ricard USA/Austin Nichols",15626,"Jameson",12,750,14.49,21.74,12,260.88,9,2.37754847122
"269","S15689700004","2013-11-13T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1011100,"BLENDED WHISKIES",65,"Jim Beam Brands",22788,"Beam's 8 Star Bl Whiskey",6,1750,7.43,11.15,6,66.9,10.5,2.77380654976
"270","S27788000018","2015-09-08T00:00:00.000",4102,"Fareway Stores #386 / Ames","619 BURNETT AVE","AMES",50010,"619 BURNETT AVE
AMES 50010
(-93.615428, 42.027426)",85,"Story",1031080,"VODKA 80 PROOF",297,"Laird And Company",35916,"Five O'clock Vodka",12,750,3.37,5.06,3,15.18,2.25,0.5943871178
"271","S16660700002","2014-01-06T00:00:00.000",4621,"Casey's General Store #23 / Maxwell","100, MAIN ST","MAXWELL",50161,"100, MAIN ST
MAXWELL 50161
(-93.39968, 41.888013)",85,"Story",1062310,"SPICED RUM",260,"Diageo Americas",43338,"Captain Morgan Spiced Rum",6,1750,16.75,25.62,6,153.72,10.5,2.77380654976
"272","S08576100011","2012-10-25T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1011500,"STRAIGHT RYE WHISKIES",255,"Wilson Daniels Ltd.",27102,"Templeton Rye",6,750,18.08,27.13,30,813.9,22.5,5.94387117805
"273","S25196600007","2015-04-21T00:00:00.000",4355,"Kum & Go #124 / Story City","1554 BROAD ST","STORY CITY",50248,"1554 BROAD ST
STORY CITY 50248
(-93.57573, 42.187733)",85,"Story",1062310,"SPICED RUM",259,"Heaven Hill Brands",43028,"Admiral Nelson Spiced Rum",6,1750,11.55,17.33,6,103.98,10.5,2.77380654976
"274","S21549900010","2014-10-01T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1011300,"TENNESSEE WHISKIES",85,"Brown-Forman Corporation",26823,"Jack Daniels Old #7 Black Lbl",48,200,4.08,6.12,3,18.36,0.6,0.15850323141
"275","S17954500016","2014-03-18T00:00:00.000",4081,"Harlan's Food Mart","306 WASHINGTON","STORY CITY",50248,"306 WASHINGTON
STORY CITY 50248
(-93.600106, 42.185825)",85,"Story",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS",322,"Prestige Wine and Spirits Group",75214,"Kinky Blue",12,750,10,15,3,45,2.25,0.5943871178
"276","S28059800168","2015-09-23T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1081900,"MISC. AMERICAN CORDIALS & LIQUEURS",65,"Jim Beam Brands",85526,"Dekuyper Signature Blue Curacao",12,750,5.25,7.88,12,94.56,9,2.37754847122
"277","S15444500017","2013-10-30T00:00:00.000",4251,"Aj's Liquor / Ames","4518 MORTENSON RD STE 109","AMES",50014,"4518 MORTENSON RD STE 109
AMES 50014
(NA, NA)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",461,"Campari(skyy)",22156,"Wild Turkey 101",12,750,12.99,19.49,3,58.47,2.25,0.5943871178
"278","S08449300001","2012-10-22T00:00:00.000",4575,"Casey's General Store #2304 / Slater","200 6th AVE","SLATER",50244,"200 6th AVE
SLATER 50244
(-93.679808, 41.877859)",85,"Story",1011500,"STRAIGHT RYE WHISKIES",255,"Wilson Daniels Ltd.",27102,"Templeton Rye",6,750,18.08,27.13,30,813.9,22.5,5.94387117805
"279","S25494800015","2015-05-06T00:00:00.000",3973,"Mmdg Spirits / Ames","126A WELCH AVE","AMES",50014,"126A WELCH AVE
AMES 50014
(-93.650139, 42.022405)",85,"Story",1062300,"FLAVORED RUM",259,"Heaven Hill Brands",43077,"Admiral Nelson Coconut Rum",12,1000,7.28,10.92,2,21.84,2,0.52834410471
"280","S07417100003","2012-08-29T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS",192,"Sidney Frank Importing Co.",65258,"Jagermeister Liqueur",6,1750,26.05,39.08,6,234.48,10.5,2.77380654976
"281","S05074300072","2012-04-17T00:00:00.000",4674,"Kum & Go #227 / Ames","2108 ISSAC NEWTON DR","AMES",50010,"2108 ISSAC NEWTON DR
AMES 50010
(-93.585947, 42.009586)",85,"Story",1081600,"WHISKEY LIQUEUR",85,"Brown-Forman Corporation",86884,"Southern Comfort",24,375,4.54,6.8,6,40.8,2.25,0.5943871178
"282","S04738000030","2012-03-26T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1032200,"IMPORTED VODKA - MISC",370,"Pernod Ricard USA/Austin Nichols",34116,"Absolut Mandrin",12,750,10.89,16.33,1,16.33,0.75,0.19812903926
"283","S06360100006","2012-07-02T00:00:00.000",3866,"Target Store T-1170 / Ames","320 S DUFF","AMES",50010,"320 S DUFF
AMES 50010
(-93.610363, 42.019876)",85,"Story",1032080,"IMPORTED VODKA",370,"Pernod Ricard USA/Austin Nichols",34008,"Absolut Swedish Vodka 80 Prf",6,1750,19.88,29.81,6,178.86,10.5,2.77380654976
"284","S28319600032","2015-10-07T00:00:00.000",4674,"Kum & Go #227 / Ames","2108 ISSAC NEWTON DR","AMES",50010,"2108 ISSAC NEWTON DR
AMES 50010
(-93.585947, 42.009586)",85,"Story",1031080,"VODKA 80 PROOF",260,"Diageo Americas",37994,"Smirnoff Vodka 80 Prf",24,375,4.75,7.13,3,21.39,1.125,0.2971935589
"285","S13037100013","2013-06-27T00:00:00.000",4251,"Aj's Liquor / Ames","4518 MORTENSON RD STE 109","AMES",50014,"4518 MORTENSON RD STE 109
AMES 50014
(NA, NA)",85,"Story",1012200,"SCOTCH WHISKIES",35,"Bacardi U.S.A., Inc.",64888,"Dewars Highlander Honey",12,750,14.93,22.4,2,44.8,1.5,0.39625807853
"286","S21546600031","2014-10-01T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1081390,"IMPORTED SCHNAPPS",260,"Diageo Americas",69946,"Rumple Minze Peppermint Schnapps Liqueur",12,750,13,19.5,3,58.5,2.25,0.5943871178
"287","S05018100079","2012-04-12T00:00:00.000",4251,"Aj's Liquor / Ames","4518 MORTENSON RD STE 109","AMES",50014,"4518 MORTENSON RD STE 109
AMES 50014
(NA, NA)",85,"Story",1062300,"FLAVORED RUM",370,"Pernod Ricard USA/Austin Nichols",42714,"Malibu Coconut Rum",24,375,3.86,5.79,3,17.37,1.125,0.2971935589
"288","S12266200045","2013-05-16T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1032080,"IMPORTED VODKA",434,"Luxco-St Louis",34546,"Pearl Vodka",12,750,7.85,11.78,2,23.56,1.5,0.39625807853
"289","S03696500061","2012-01-23T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",65,"Jim Beam Brands",20286,"Old Crow Traveler",12,750,4.19,6.29,12,75.48,9,2.37754847122
"290","S09085900018","2012-11-20T00:00:00.000",3973,"Mmdg Spirits / Ames","126A WELCH AVE","AMES",50014,"126A WELCH AVE
AMES 50014
(-93.650139, 42.022405)",85,"Story",1012100,"CANADIAN WHISKIES",55,"Sazerac North America",12407,"Canadian Ltd Whisky",12,1000,5.5,8.25,1,8.25,1,0.26417205235
"291","S26636600140","2015-07-08T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1062310,"SPICED RUM",434,"Luxco-St Louis",44657,"Lady Bligh Spiced Rum",12,1000,7.25,10.88,12,130.56,12,3.17006462829
"292","S24464400016","2015-03-11T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",11773,"Black Velvet",48,200,1.56,2.34,48,112.32,9.6,2.53605170263
"293","S07149200105","2012-08-16T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1081312,"BUTTERSCOTCH SCHNAPPS",380,"Phillips Beverage Company",83363,"Ice Hole Butterscotch Schnapps",12,750,5.15,7.73,2,15.46,1.5,0.39625807853
"294","S29007800008","2015-11-11T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",259,"Heaven Hill Brands",17958,"Evan Williams Yr Str Bourbon",6,1750,14.96,22.44,24,538.56,42,11.09522619904
"295","S27667900034","2015-09-02T00:00:00.000",3866,"Target Store T-1170 / Ames","320 S DUFF","AMES",50010,"320 S DUFF
AMES 50010
(-93.610363, 42.019876)",85,"Story",1031080,"VODKA 80 PROOF",301,"Fifth Generation Inc.",38176,"Titos Vodka",12,750,9.65,14.48,12,173.76,9,2.37754847122
"296","S05936500105","2012-06-07T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1031080,"VODKA 80 PROOF",297,"Laird And Company",35913,"Five O'clock Vodka",48,200,1.1,1.65,4,6.6,0.8,0.21133764188
"297","S16490100228","2013-12-24T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1012100,"CANADIAN WHISKIES",85,"Brown-Forman Corporation",12466,"Canadian Mist Whisky",12,750,5.44,8.15,4,32.6,3,0.79251615707
"298","S24481600014","2015-03-11T00:00:00.000",4674,"Kum & Go #227 / Ames","2108 ISSAC NEWTON DR","AMES",50010,"2108 ISSAC NEWTON DR
AMES 50010
(-93.585947, 42.009586)",85,"Story",1031080,"VODKA 80 PROOF",260,"Diageo Americas",37991,"Smirnoff Vodka 80 Prf Mini",12,500,7.47,11.21,1,11.21,0.5,0.13208602617
"299","S22219800005","2014-11-05T00:00:00.000",4960,"AJ's Liquor III","2401 A CHAMBERLAIN ST","AMES",50010,"2401 A CHAMBERLAIN ST
AMES 50010
(-93.648525, 42.021452)",85,"Story",1081600,"WHISKEY LIQUEUR",421,"Sazerac Co., Inc.",64867,"Fireball Cinnamon Whiskey",12,1000,11.34,17.01,24,408.24,24,6.34012925659
"300","S05998800001","2012-06-11T00:00:00.000",2634,"Hy-Vee Wine and Spirits / Ames","3615 LINCOLN WAY","AMES",50014,"3615 LINCOLN WAY
AMES 50014
(-93.667927, 42.022911)",85,"Story",1011500,"STRAIGHT RYE WHISKIES",255,"Wilson Daniels Ltd.",27102,"Templeton Rye",6,750,18.08,27.13,6,162.78,4.5,1.18877423561
"301","S03663300075","2012-01-19T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1031200,"VODKA FLAVORED",380,"Phillips Beverage Company",41694,"Uv Blue (raspberry) Vodka",12,1000,7.25,10.87,4,43.48,4,1.05668820943
"302","S22462700172","2014-11-19T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",434,"Luxco-St Louis",45277,"Paramount White Rum",12,1000,4.34,6.51,12,78.12,12,3.17006462829
"303","S20942000031","2014-09-03T00:00:00.000",3524,"Sam's Club 6568 / Ames","305 AIRPORT RD","AMES",50010,"305 AIRPORT RD
AMES 50010
(-93.61365, 42.001123)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",434,"Luxco-St Louis",45247,"Paramount Gold Rum",12,1000,4.34,6.51,24,156.24,24,6.34012925659
"304","S09142900119","2012-11-26T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1012100,"CANADIAN WHISKIES",260,"Diageo Americas",11290,"Crown Royal Canadian Whisky Mini",10,300,6.6,9.9,1,9.9,0.3,0.0792516157
"305","S24223400036","2015-02-25T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",259,"Heaven Hill Brands",17956,"Evan Williams Str Bourbon",12,750,7.47,11.21,12,134.52,9,2.37754847122
"306","S20264600054","2014-07-23T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1011100,"BLENDED WHISKIES",86,"Broadbent Distillery",27318,"Two Jay's Iowa Corn Whiskey",12,750,13.87,20.81,2,41.62,1.5,0.39625807853
"307","S05246200004","2012-04-26T00:00:00.000",4102,"Fareway Stores #386 / Ames","619 BURNETT AVE","AMES",50010,"619 BURNETT AVE
AMES 50010
(-93.615428, 42.027426)",85,"Story",1011300,"TENNESSEE WHISKIES",85,"Brown-Forman Corporation",26826,"Jack Daniels Old #7 Black Lbl",12,750,13.01,19.51,12,234.12,9,2.37754847122
